Handle,Title,Product Category,Type,Tags,Published,Image Src,Status
double-sac-bretelle-evergreen-rustic,"8/22 D2 ALT Double Sac Bretelle -, EVERGREEN",Uncategorized,HANDBAGS - CROSSBODY - DOUBLE SAC BRETELLE,"2-year-warranty, ALLOCATED, FALL-24, material::care_guides_rustic, MGM --gold_foil_placement:top-center(5);bottom-right(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-2);bottom-right(3-2), Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Rustic---HB-CB-DB-100038-EVERG---front_1617e639-29d3-4450-8d05-0d8232851f17.jpg?v=1724354918,active
double-sac-bretelle-evergreen-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Rustic---HB-CB-DB-100038-EVERG---Andrea_1.jpg?v=1723584827,
double-sac-bretelle-kalamata-croco,"8/22 D2 ALT Double Sac Bretelle -, KALAMATA CROCO",Uncategorized,HANDBAGS - CROSSBODY - DOUBLE SAC BRETELLE,"2-year-warranty, ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_croco",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Autumn-Croco---HB-CB-DB-100035-KALAM---front.jpg?v=1724112320,active
double-sac-bretelle-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Autumn-Croco---HB-CB-DB-100035-KALAM---Zoe_1.jpg?v=1723585525,
double-sac-bretelle-butter-montana-nappa,Double Sac Bretelle,Uncategorized,HANDBAGS - CROSSBODY - DOUBLE SAC BRETELLE,"2-year-warranty, add-on::all-straps, FALL-24, le-cute-show, material::care_guides_nappa, MGM --gold_foil_placement:top-center(5);bottom-right(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-2);bottom-right(3-2), new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Montana-Nappa---HB-CB-DB-100037-BUTTR---front_8583c861-b49c-4968-b701-2898efcd4197.jpg?v=1721171508,active
double-sac-bretelle-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Montana-Nappa---HB-CB-DB-100037-BUTTR---back.jpg?v=1721171081,
double-sac-bretelle-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Montana-Nappa---HB-CB-DB-100037-BUTTR---Sonnie_1_9943f818-ff65-4ad1-9dca-d92dc7dae7bc.jpg?v=1721169739,
double-sac-bretelle-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Montana-Nappa---HB-CB-DB-100037-BUTTR---Sonnie_2_15e2137a-8cee-490c-8718-d771f3ea2565.jpg?v=1721170026,
double-sac-bretelle-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-yellow-nappa_swatch.jpg?v=1721171173,
grande-fanny-kalamata-croco,"8/22c D2 ALT RCVD Grande Fanny -, KALAMATA CROCO",Uncategorized,HANDBAGS - FANNY PACK - GRANDE FANNY,"2-year-warranty, add-on::grande-fanny-straps, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_croco",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Autumn-Croco---HB-FP-GF-100121-KALAM---front.jpg?v=1724110712,active
grande-fanny-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Autumn-Croco---HB-FP-GF-100121-KALAM---Andrea_1_27ca2880-00e4-4e20-a2ff-ddc02ea12bf4.jpg?v=1724110830,
grande-fanny-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Autumn-Croco---HB-FP-GF-100121-KALAM---back.jpg?v=1724375576,
grande-fanny-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/kalamata-croco_swatch_acd2f6d8-fbbf-4cd8-aa8b-d3c50480d552.jpg?v=1724375581,
grande-fanny-plum-woven-zig-zag,"D3 ALT Grande Fanny -, PLUM WOVEN ZIG ZAG",Uncategorized,HANDBAGS - FANNY PACK - GRANDE FANNY,"2-year-warranty, add-on::grande-fanny-straps, FALL-24, material::care_guides_wovenleather",False,,active
grande-fanny-dark-blue-woven-checker,Grande Fanny,Uncategorized,HANDBAGS - FANNY PACK - GRANDE FANNY,"2-year-warranty, add-on::grande-fanny-straps, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Woven-Checker---HB-FP-GF-100123-DKBLU---front_34358a6e-2af1-42cf-a2c3-1157508e7c3c.jpg?v=1721677502,active
grande-fanny-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Woven-Checker---HB-FP-GF-100123-DKBLU---Maly_1.jpg?v=1721156183,
grande-fanny-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Woven-Checker---HB-FP-GF-100123-DKBLU---Maly_2.jpg?v=1721156183,
grande-fanny-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny-Woven-Checker---HB-FP-GF-100123-DKBLU---back.jpg?v=1721677502,
grande-fanny-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/dark-blue-woven-checker_swatch_62ff1233-3093-4d79-b15e-ee9404f6c3ed.jpg?v=1720650182,
midi-sac-mahagony-nappa-suede-woven-checker,"8/22 D2 ALT Midi Sac -, MAHAGONY NAPPA & SUEDE WOVEN CHECKER",Uncategorized,HANDBAGS - CROSSBODY - MIDI SAC,"2-year-warranty, add-on::all-straps, ALLOCATED, FALL-24, material::care_guides_wovenleather",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac-Nappa-and-Suede-Woven-Checker---HB-CB-MS-100226-MAHOG---front.jpg?v=1724277770,active
midi-sac-mahagony-nappa-suede-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac-Nappa-and-Suede-Woven-Checker---HB-CB-MS-100226-MAHOG---Andrea_2_58275bd9-017e-4172-af29-d1e4e4fbc359.jpg?v=1723663836,
midi-sac-mahagony-nappa-suede-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac-Nappa-and-Suede-Woven-Checker---HB-CB-MS-100226-MAHOG---Andrea_1_8b4d2a45-f5c7-422f-9b49-b765f95506d7.jpg?v=1723663837,
flat-clutch-tan-nappetto-w-poppy-vinyl-stripe,Flat Clutch w/ Tabs,Uncategorized,HANDBAGS - CLUTCH - FLAT CLUTCH W TABS,"2-year-warranty, add-on::mini-bag-straps, FALL-24, le-cute-show, material::care_guides_napetto, MGM --gold_foil_placement:top-center(2);bottom-right(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-2)(1-2);bottom-right(2-2)(1-2), Monogram:Stripe, Monogram:thick-stripe, new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Flat-Clutch-w-Tabs-Nappetto-w-Vinyl-Stripe---HB-CL-FL-100157-TNPOP---front.jpg?v=1722378572,active
flat-clutch-tan-nappetto-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Flat-Clutch-w-Tabs-Nappetto-w-Vinyl-Stripe---HB-CL-FL-100157-TNPOP---Maly_1.jpg?v=1722378641,
flat-clutch-tan-nappetto-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Flat-Clutch-w-Tabs-Nappetto-w-Vinyl-Stripe---HB-CL-FL-100157-TNPOP---back.jpg?v=1722378572,
flat-clutch-tan-nappetto-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Flat-Clutch-w-Tabs-Nappetto-w-Vinyl-Stripe---HB-CL-FL-100157-TNPOP---interior_eed45979-029d-45bd-9ede-f97a4461c98d.jpg?v=1722378800,
flat-clutch-tan-nappetto-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/cuoio-w-poppy-stripe_swatch_d35836c2-7222-4a81-b826-56f846ad091f.jpg?v=1722444926,
triangle-scarf-cobalt-mocha-checker-merino-wool,"D3 ALT RCVD Triangle Scarf -, COBALT & MOCHA CHECKER MERINO WOOL",Uncategorized,ACCESSORIES - BANDANA - SCARF,"Category:Accessories, cp-fall24, FALL-24, material::care_guides_drycleanonly",False,,active
lizzie-sunglasses-forest,Clare V. Lizzie Sunglasses,Uncategorized,ACCESSORIES - EYEWEAR - SUNGLASSES,"add-on::CV-Sunglass-Cases, Category:Accessories, cp-fall24, FALL-24, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100011-FORES---front.jpg?v=1721261031,active
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100011-FORES---side_fb250bd3-cb6e-4d93-99ad-f622dda9f146.jpg?v=1721261648,
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100011-FORES---Noma_2.jpg?v=1721162196,
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100011-FORES---Noma_3.jpg?v=1721162195,
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Packaging_7a2a136a-688a-471a-8132-cd7df288eadf.jpg?v=1721162407,
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Cleaning-Cloth_0dad0cbd-8280-4714-a639-58a4804ff0ba.jpg?v=1721162410,
lizzie-sunglasses-forest,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/lizzie-forest_swatch.jpg?v=1721162689,
lizzie-sunglasses-havana-tortoise,Clare V. Lizzie Sunglasses,Uncategorized,ACCESSORIES - EYEWEAR - SUNGLASSES,"add-on::CV-Sunglass-Cases, catalogFALL24, Category:Accessories, FALL-24, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100010-HTORT---front_9cca018a-69a0-4edd-8808-d6652a386ed3.jpg?v=1721256645,active
lizzie-sunglasses-havana-tortoise,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100010-HTORT---side.jpg?v=1721257076,
lizzie-sunglasses-havana-tortoise,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lizzie-Sunglasses---AC-EW-US-100010-HTORT---Maly_1.jpg?v=1721236705,
lizzie-sunglasses-havana-tortoise,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Packaging_358e260c-bc81-495f-8465-087d53006ece.jpg?v=1721162429,
lizzie-sunglasses-havana-tortoise,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Cleaning-Cloth_a68d5f22-feee-4974-9ad4-aedeb5b41e7b.jpg?v=1721162431,
lizzie-sunglasses-havana-tortoise,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/havana-tortoise_swatch_bfb3e1ed-0fc0-4333-b754-30eca9385b8c.jpg?v=1721162503,
heather-sunglasses-sienna,Clare V. Jane Sunglasses,Uncategorized,ACCESSORIES - EYEWEAR - SUNGLASSES,"add-on::CV-Sunglass-Cases, ALLOCATED, Category:Accessories, FALL-24",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100012-SIENN---front.jpg?v=1723164634,active
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100012-SIENN---side.jpg?v=1723164634,
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100012-SIENN---Maly_1.jpg?v=1723071129,
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100012-SIENN---Sonnie_2.jpg?v=1722897251,
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Cleaning-Cloth_c08aaf54-3fe2-45d7-824f-ac23dc2d3e7e.jpg?v=1722897317,
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Packaging_d1257ccb-fe47-43ed-8ba8-de5fab794403.jpg?v=1722897315,
heather-sunglasses-sienna,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/sienna-tort_swatch.jpg?v=1723164855,
heather-sunglasses-miel,Clare V. Jane Sunglasses,Uncategorized,ACCESSORIES - EYEWEAR - SUNGLASSES,"add-on::CV-Sunglass-Cases, ALLOCATED, catalogFALL24, Category:Accessories, cp-fall24, FALL-24",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100013-MIEL---front_74ebe599-5d9b-4fce-8f59-d2331cab6f28.jpg?v=1723232673,active
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100013-MIEL---Maly_1.jpg?v=1723070617,
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100013-MIEL---side.jpg?v=1723232401,
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Jane-Sunglasses---AC-EW-US-100013-MIEL---Maly_2.jpg?v=1723070617,
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Cleaning-Cloth_bcebbcc5-2076-4ac5-a3eb-a34dc9bb0d22.jpg?v=1723070677,
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sunglasses---Packaging_d53008a1-7155-4df8-b04b-8f09781e08d6.jpg?v=1723070677,
heather-sunglasses-miel,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/jane-miel_swatch.jpg?v=1723231802,
le-drop-fringe-navy,"D3 ALT Le Drop Fringe -, NAVY -",Uncategorized,APPAREL - SWEATSHIRT LS - LE DROP FRINGE,"FALL-24, material::care_guides_sweats, MGM --embroidery_placement:bottom-right(3);top-right(3) --fonts:script; -- graphic, Personalization:Embroidery",False,,active
le-drop-fringe-navy,,,,,,,
le-drop-fringe-navy,,,,,,,
le-drop-fringe-navy,,,,,,,
le-drop-fringe-navy,,,,,,,
le-drop-fringe-navy,,,,,,,
baseball-hat-royal-blue-w-embroidered-green-petit-oui,"8/22 D2 ALT RCVD Baseball Hat -, ROYAL BLUE W/ EMBROIDERED GREEN PETIT OUI",Uncategorized,ACCESSORIES - HATS - BASEBALL HAT,"ALLOCATED, Category:Accessories, FALL-24, international-oui, material::care_guides_baseball, MGM --embroidery_placement:bottom-right(5) --fonts:script; -- graphic, Personalization:Embroidery",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Petit-Oui---AC-HT-HT-100136-ROYBL---front.jpg?v=1723078083,active
baseball-hat-royal-blue-w-embroidered-green-petit-oui,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Petit-Oui---AC-HT-HT-100136-ROYBL---Maly_1.jpg?v=1723078092,
baseball-hat-navy-denim-w-embroidered-cream-ciao,Baseball Hat,Uncategorized,ACCESSORIES - HATS - BASEBALL HAT,"catalogFALL24, Category:Accessories, FALL-24, le-cute-show, material::care_guides_baseball, MGM --embroidery_placement:bottom-right(5) --fonts:script; -- graphic, new-arrivals, Personalization:Embroidery",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Petit-Ciao---AC-HT-HT-100137-NVDNM---front.jpg?v=1721693500,active
baseball-hat-navy-denim-w-embroidered-cream-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Petit-Ciao---AC-HT-HT-100137-NVDNM---back.jpg?v=1721693757,
baseball-hat-navy-denim-w-embroidered-cream-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/navy-denim-baseball-hat-embroidered-petit-ciao_swatch.jpg?v=1721693846,
baseball-hat-butter-w-printed-black-oui,Baseball Hat,Uncategorized,ACCESSORIES - HATS - BASEBALL HAT,"Category:Accessories, FALL-24, international-oui, le-cute-show, material::care_guides_baseball, MGM --embroidery_placement:bottom-right(5) --fonts:script; -- graphic, new-arrivals, Personalization:Embroidery",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Oui---AC-HT-HT-100138-BUTTR---front.jpg?v=1721241528,active
baseball-hat-butter-w-printed-black-oui,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Oui---AC-HT-HT-100138-BUTTR---back.jpg?v=1721694965,
baseball-hat-butter-w-printed-black-oui,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Baseball-Hat-Oui---AC-HT-HT-100138-BUTTR---Noma_1.jpg?v=1721241889,
baseball-hat-butter-w-printed-black-oui,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-w-black-oui_swatch.jpg?v=1721695642,
beanie-cobalt-mocha-checker-merino-wool,"D3 ALT RCVD Beanie -, COBALT & MOCHA CHECKER MERINO WOOL",Uncategorized,ACCESSORIES - HATS - BEANIE,"Category:Accessories, cp-fall24, FALL-24, material::care_guides_drycleanonly",False,,active
maman-cord-bracelet-multi-gold,Maman Cord Bracelet,Uncategorized,JEWELRY - BRACELETS - BRACELETS,"Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_CVjewelry, SPRING-24",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Maman-Cord-Bracelet---JW-BR-BU-100064-VGMLT---front.jpg?v=1710891897,active
le-hoop-black-gold-checker,Le Hoop,Uncategorized,JEWELRY - EARRINGS - EARRINGS,"catalogFALL24, catalogSP24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_cvearrings, SPRING-24",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Hoop---JW-ER-EA-100051-GDBLK---front.jpg?v=1705534872,active
le-hoop-black-gold-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Hoop---JW-ER-EA-100051-GDBLK---Frannie_1.jpg?v=1707345084,
le-hoop-black-gold-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/rle-hoop-checker_swatch.jpg?v=1707345084,
oui-beaded-bracelet-multi-gold,Oui Beaded Bracelet,Uncategorized,JEWELRY - BRACELETS - BRACELETS,"Category:Accessories, ClareVJewelryCollection, FALL-24, international-oui, material::care_guides_CVjewelry, SPRING-24",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Oui-Beaded-Bracelet---JW-BR-BU-100055-MULTI---front.jpg?v=1711483133,active
oui-beaded-bracelet-multi-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Enamel-Curb-Chain-Bracelet---JW-BR-BU-100058-VGBCO---Frannie_1_284325f4-d403-4c9d-9049-bf2aa2bbc359.jpg?v=1711483133,
estelle-specchio-puffy-woven,Estelle,Uncategorized,HANDBAGS - CROSSBODY - ESTELLE,"2-year-warranty, cp-spring24, FALL-24, material::care_guides_puffywovenlea, SPRING-24",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Estelle---HB-CB-EE-100007-SILVE---front.jpg?v=1711152957,active
estelle-specchio-puffy-woven,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Estelle---HB-CB-EE-100007-SILVE---Maly_1_5fec4865-02a6-4ffc-800f-6e512b371446.jpg?v=1722462513,
estelle-specchio-puffy-woven,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Estelle---HB-CB-EE-100007-SILVE---Maly_2.jpg?v=1722462512,
estelle-specchio-puffy-woven,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Estelle---HB-CB-EE-100007-SILVE---back.jpg?v=1722462517,
estelle-specchio-puffy-woven,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/estelle-silver-puffy-woven_swatch.jpg?v=1722462517,
claude-black-rustic,Claude,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",HANDBAGS - TOP HANDLE - CLAUDE,"2-year-warranty, add-on::all-straps, FALL-24, material::care_guides_veg, MGM --gold_foil_placement:top-center(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-2);bottom-right(3-2), Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude---HB-TH-KC-100007-BLK---front.jpg?v=1689203810,active
claude-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude---HB-TH-KC-100007-BLK---back.jpg?v=1691607314,
claude-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude---HB-TH-KC-100007-BLK---Mecca_5.jpg?v=1691607314,
claude-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude---HB-TH-KC-100007-BLK---Mecca_6.jpg?v=1691607314,
claude-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude---HB-TH-KC-100007-BLK---Mecca_1.jpg?v=1691607314,
claude-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/black-veg_swatch_28e672f1-a049-473f-8e6a-1a6b798f3de9.jpg?v=1718145732,
snake-chain-crossbody-strap-vintage-gold,Snake Chain Crossbody Strap,Uncategorized,SMALL GOODS - STRAP - CROSSBODY STRAP,"add-on::Mini-Bags-2, catalogFALL24, Category:Accessories, FALL-24, material::care_guides_boxchain, restock:: Late August",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Crossbody-Strap---SG-ST-CB-100123-VGOLD---front.jpg?v=1699404584,active
snake-chain-crossbody-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac---HB-CB-MS-100217-TAND---Jordan_1_fa6e6243-e322-4f07-874b-a212e05b13e2.jpg?v=1699991560,
snake-chain-crossbody-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/gold-snake-chain_swatch_48546d9b-8111-47f1-a415-c980da3f1925.jpg?v=1699991560,
snake-chain-crossbody-strap-5mm-silver,Snake Chain Crossbody Strap,,SMALL GOODS - STRAP - CROSSBODY STRAP,"2-year-warranty, add-on::Mini-Bags-2, catalogSP24, Category:Accessories, FALL-24, material::care_guides_silverbox",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Crossbody-Strap---SG-ST-CB-100122-SILVE---front.jpg?v=1699404839,active
snake-chain-crossbody-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Crossbody-Strap---SG-ST-CB-100122-SILVE---Haley_1.jpg?v=1699992771,
snake-chain-crossbody-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Crossbody-Strap---SG-ST-CB-100122-SILVE---merch.jpg?v=1699992771,
snake-chain-crossbody-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/silver-snake-chain_swatch_cbd4f9aa-19ea-4094-89a5-c27f200a991f.jpg?v=1699992771,
snake-chain-shoulder-strap-vintage-gold,Snake Chain Shoulder Strap,Uncategorized,SMALL GOODS - STRAP - SHOULDER STRAP,"add-on::Mini-Bags-2, Category:Accessories, FALL-24, material::care_guides_boxchain, restock:: Late August",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shoulder-Strap---SG-ST-SH-100091-VGOLD---front.jpg?v=1699403464,active
snake-chain-shoulder-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-Plus-w-Tabs---SG-WC-WC-100162-ROUGE---Zoe_3_34228279-dd83-42d8-b393-4457593364c9.jpg?v=1699478152,
snake-chain-shoulder-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-Plus-w-Tabs---SG-WC-WC-100162-ROUGE---Zoe_1_7f5f16c8-5947-4da6-9e5c-990ccdab985b.jpg?v=1699478152,
snake-chain-shoulder-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/gold-snake-chain_swatch.jpg?v=1699478145,
snake-chain-shoulder-strap-5mm-silver,Snake Chain Shoulder Strap,,SMALL GOODS - STRAP - SHOULDER STRAP,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, FALL-24, material::care_guides_silverbox",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shoulder-Strap---SG-ST-SH-100092-SILVE---front.jpg?v=1699405568,active
snake-chain-shoulder-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis---HB-SH-LW-100015-CUOIO---Jordan_2_c29eefe1-83f1-4230-957e-3d02b101dc02.jpg?v=1699405568,
snake-chain-shoulder-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis---HB-SH-LW-100015-CUOIO---Jordan_1_689b9520-8bef-44e7-a0d4-d4821bf693dd.jpg?v=1699405568,
snake-chain-shoulder-strap-5mm-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/silver-snake-chain_swatch.jpg?v=1699405568,
shortie-strap-silver,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, cp-fall24, FALL-24, material::care_guides_silverbox, restock:: Late August",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap---SG-ST-SZ-100028-SILVE---front.jpg?v=1697846529,active
shortie-strap-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger---HB-SH-MB-100021-EVERG---Noma_2_067e933b-b517-4b29-b266-10f2ad839a07.jpg?v=1722294391,
shortie-strap-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger---HB-SH-MB-100021-EVERG---Noma_3_bba88153-50ec-4b1f-8317-4ce8f01050b4.jpg?v=1722294377,
shortie-strap-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lune-Naturelle-w-Studs---HB-CL-NT-100006-BLK---merch_1523e00c-6928-4ac9-845b-acd03e35c213.jpg?v=1722294351,
shortie-strap-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/shortie-strap-silver_swatch.jpg?v=1722294395,
shortie-strap-vintage-gold,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, FALL-24, material::care_guides_boxchain, restock:: Late August",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap---SG-ST-SZ-100027-VGOLD---front.jpg?v=1698451388,active
shortie-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Flat-Clutch-w-Tabs-Nappetto-w-Vinyl-Stripe---HB-CL-FL-100157-TNPOP---Maly_1_eea02c0f-450f-45d1-8980-89f3094de4c2.jpg?v=1722444447,
shortie-strap-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/shortie-strap-vintage-gold_swatch.jpg?v=1722444450,
