Handle,Title,Product Category,Type,Tags,Published,Image Src,Status
le-tube-skirt-black-poppy-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/bateau-tee-stripe-poppy-black_swatch_3a6bebce-3cd2-413b-9a1d-9d15d91036e6.jpg?v=1721090006,
le-tube-skirt-black-poppy-stripe,,,,,,,
le-tube-skirt-black-poppy-stripe,,,,,,,
classic-tee-butter-w-neon-yellow-deja-vu,Classic Tee,Uncategorized,APPAREL - TEES - CLASSIC TEE,"ALLOCATED, FALL-24, material::care_guides_classictee, MGM --embroidery_placement:bottom-right(3) --fonts:script, Personalization:Embroidery",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Deja-Vu---AP-TT-IT-100085-BUTTR---Sonnie_1.jpg?v=1723233969,active
classic-tee-butter-w-neon-yellow-deja-vu,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Deja-Vu---AP-TT-IT-100085-BUTTR---Sonnie_2.jpg?v=1723233969,
classic-tee-butter-w-neon-yellow-deja-vu,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Deja-Vu---AP-TT-IT-100085-BUTTR---Zoe_1.jpg?v=1723234658,
classic-tee-butter-w-neon-yellow-deja-vu,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-de-ja-vu_swatch.jpg?v=1723234152,
classic-tee-butter-w-neon-yellow-deja-vu,,,,,,,
classic-tee-butter-w-neon-yellow-deja-vu,,,,,,,
le-varsity-snap-navy,Le Varsity Snap,Uncategorized,APPAREL - OUTERWEAR - LE VARSITY SNAP,"ALLOCATED, catalogFALL24, FALL-24, material::care_guides_cottonjacket",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Varsity-Snap---AP-LS-LS-100295-NVY---Noma_1.jpg?v=1723078924,active
le-varsity-snap-navy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Varsity-Snap---AP-LS-LS-100295-NVY---Noma_2.jpg?v=1723078923,
le-varsity-snap-navy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Varsity-Snap---AP-LS-LS-100295-NVY---Noma_3.jpg?v=1723078923,
le-varsity-snap-navy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Varsity-Snap---AP-LS-LS-100295-NVY---Sonnie_1.jpg?v=1723079188,
le-varsity-snap-navy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Varsity-Snap---AP-LS-LS-100295-NVY---Noma_4.jpg?v=1723078923,
le-varsity-snap-navy,,,,,,,
oversized-varsity-sweatshirt-bright-poppy,Oversized Varsity Sweatshirt,Uncategorized,APPAREL - SWEATSHIRT LS - OVERSIZED SWEATSHIRT,"catalogFALL24, FALL-24, le-cute-show, material::care_guides_sweats, MGM --embroidery_placement:bottom-right(3) --fonts:script, new-arrivals, Personalization:Embroidery",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Oversized-Varsity-Sweatshirt---AP-LS-LS-100281-BTPOP---Sonnie_1.jpg?v=1721084098,active
oversized-varsity-sweatshirt-bright-poppy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Oversized-Varsity-Sweatshirt---AP-LS-LS-100281-BTPOP---Sonnie_2.jpg?v=1721084098,
oversized-varsity-sweatshirt-bright-poppy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Oversized-Varsity-Sweatshirt---AP-LS-LS-100281-BTPOP---Sonnie_3.jpg?v=1721084098,
oversized-varsity-sweatshirt-bright-poppy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Oversized-Varsity-Sweatshirt---AP-LS-LS-100281-BTPOP---Zoe_1.jpg?v=1721084246,
oversized-varsity-sweatshirt-bright-poppy,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/BRIGHT-POPPY-varsity-sweatshirt_swatch.jpg?v=1721084569,
oversized-varsity-sweatshirt-bright-poppy,,,,,,,
sweatshrt-grey-melange-w-cream-ciao,"D3 ALT RCVD Sweatshirt -, GREY MELANGE W/ CREAM CIAO -",Uncategorized,APPAREL - SWEATSHIRT LS - SWEATSHIRT LS,"FALL-24, material::care_guides_sweats, MGM --embroidery_placement:bottom-right(3) --fonts:script, Personalization:Embroidery",False,,active
sweatshrt-grey-melange-w-cream-ciao,,,,,,,
sweatshrt-grey-melange-w-cream-ciao,,,,,,,
sweatshrt-grey-melange-w-cream-ciao,,,,,,,
sweatshrt-grey-melange-w-cream-ciao,,,,,,,
sweatshrt-grey-melange-w-cream-ciao,,,,,,,
baseball-hat-black-corduroy-w-green-embroidered-le-weekend,"D3 ALT Baseball Hat -, BLACK CORDUROY W/GREEN EMBROIDERED LE WEEKEND",Uncategorized,ACCESSORIES - HATS - BASEBALL HAT,"Category:Accessories, FALL-24, material::care_guides_baseball",False,,active
baseball-hat-navy-w-printed-neon-yellow-ciao,"D3 ALT Baseball Hat -, NAVY W/ PRINTED NEON YELLOW CIAO",Uncategorized,ACCESSORIES - HATS - BASEBALL HAT,"Category:Accessories, FALL-24, international-oui, material::care_guides_baseball, MGM --embroidery_placement:bottom-right(5) --fonts:script; -- graphic, Personalization:Embroidery",False,,active
midi-sac-natural-woven-checker-updated-zipper,Midi Sac,Uncategorized,HANDBAGS - CROSSBODY - MIDI SAC,"2-year-warranty, add-on::all-straps, FALL-24, material::care_guides_wovenleather",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac---HB-CB-MS-100221-NAT---front.jpg?v=1720813918,active
midi-sac-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac---HB-CB-MS-100221-NAT---back.jpg?v=1720814090,
midi-sac-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac---HB-CB-MS-100157-NAT---Jordan_1_e61b5f0e-f765-4ca1-9526-dfc7b4981c1a.jpg?v=1720814101,
midi-sac-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Midi-Sac---HB-CB-MS-100188-BKCRM---what_fits_1_b6cd6475-ef0e-4e3a-8374-55b379ee6333.jpg?v=1720813730,
midi-sac-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/natural-woven-checker_swatch_c95c270e-b782-4966-ab40-68f24f9e15e8.jpg?v=1720814129,
grande-fanny-natural-woven-checker-updated-zipper,Grande Fanny,Uncategorized,HANDBAGS - FANNY PACK - GRANDE FANNY,"2-year-warranty, add-on::grande-fanny-straps, FALL-24, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny---HB-FP-GF-100116-NAT---front.jpg?v=1720813182,active
grande-fanny-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny---HB-FP-GF-100116-NAT---back.jpg?v=1720813183,
grande-fanny-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny---HB-FP-GF-100116-NAT---Danica_1.jpg?v=1720813172,
grande-fanny-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Grande-Fanny---HB-FP-GF-100011-BLK---what_fits_jpg_81324693-b27b-42e7-9e1a-6c48cd308cc6.jpg?v=1720814181,
grande-fanny-natural-woven-checker-updated-zipper,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/natural-woven-checker_swatch.jpg?v=1720813216,
fete-pouchette-kalamata-croco,"8/22 D2 ALT RCVD F̻te Pouchette -, KALAMATA CROCO",Uncategorized,HANDBAGS - CROSSBODY - FETE,"2-year-warranty, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_croco",False,,active
passport-sleeve-dark-blue-woven-checker,Passport Sleeve,Uncategorized,SMALL GOODS - PASSPORT CASE - PASSPORT CASE,"catalogFALL24, Category:Accessories, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Passport-Sleeve-Woven-Checker---SG-PC-PC-100029-DKBLU---front.jpg?v=1720650068,active
passport-sleeve-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Passport-Sleeve-Woven-Checker---SG-PC-PC-100029-DKBLU---interior.jpg?v=1721419101,
passport-sleeve-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Passport-Sleeve-Woven-Checker---SG-PC-PC-100029-DKBLU---back.jpg?v=1721419356,
passport-sleeve-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/dark-blue-woven-checker_swatch.jpg?v=1720650171,
passport-sleeve-black-cream-woven-triangle,"D3 ALT Passport Sleeve -, BLACK & CREAM WOVEN TRIANGLE",Uncategorized,SMALL GOODS - PASSPORT CASE - PASSPORT CASE,"Category:Accessories, FALL-24, material::care_guides_wovenleather",False,,active
claude-evergreen-rustic,"8/22 D2 ALT RCVD Claude -, EVERGREEN",Uncategorized,HANDBAGS - TOP HANDLE - CLAUDE,"2-year-warranty, add-on::all-straps, ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_rustic, MGM --gold_foil_placement:top-center(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-2);bottom-right(3-2), Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude-Rustic---HB-TH-KC-100010-EVERG---front.jpg?v=1724356119,active
claude-evergreen-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude-Rustic---HB-TH-KC-100010-EVERG---Noma_2.jpg?v=1723583135,
claude-evergreen-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Claude-Rustic---HB-TH-KC-100010-EVERG---Noma_1.jpg?v=1723583135,
micheline-black-rustic-w-inlay-stripes,"8/22c D2 ALT RCVD Micheline -, BLACK RUSTIC W/ INLAY STRIPES",Uncategorized,HANDBAGS - TOTE - MICHELINE,"2-year-warranty, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_rustic, MGM --gold_foil_placement:top-center(2) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-2), Monogram:Stripe, Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Rustic-w-Inlay-Stripes---HB-TT-MW-100009-BLK---front_a4a8cc0f-6d1b-4f89-b7a8-1925e39856c4.jpg?v=1724371649,active
micheline-black-rustic-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Rustic-w-Inlay-Stripes---HB-TT-MW-100009-BLK---Noma_2.jpg?v=1723591644,
micheline-black-rustic-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Rustic-w-Inlay-Stripes---HB-TT-MW-100009-BLK---Noma_3b.jpg?v=1724113467,
micheline-black-rustic-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Rustic-w-Inlay-Stripes---HB-TT-MW-100009-BLK---back.jpg?v=1724372340,
micheline-black-rustic-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Rustic-w-Inlay-Stripes---HB-TT-MW-100009-BLK---interior.jpg?v=1724371649,
micheline-black-rustic-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/micheline-black-napetto_swatch.jpg?v=1724372514,
micheline-tan-nappetto-w-inlay-stripes,"8/22c D2 ALT Micheline -, TAN NAPPETTO W/ INLAY STRIPES",Uncategorized,HANDBAGS - TOTE - MICHELINE,"2-year-warranty, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_napetto, MGM --gold_foil_placement:top-center(2) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-2), Monogram:Stripe, Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---front.jpg?v=1724114156,active
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---Sonnie_1.jpg?v=1723597361,
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---Sonnie_2.jpg?v=1723597709,
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---Sonnie_3_7e1fc6d3-e54b-4eed-91e3-9ad2354cec44.jpg?v=1723658678,
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---back.jpg?v=1724369225,
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Micheline-Nappetto-w-Inlay-Stripes---HB-TT-MW-100008-TAND---interior.jpg?v=1724370352,
micheline-tan-nappetto-w-inlay-stripes,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/micheline-tan-napetto_swatch.jpg?v=1724370644,
bande-tote-oat-suede,Bande Tote,Uncategorized,HANDBAGS - TOTE - BANDE TOTE,"2-year-warranty, FALL-24, le-cute-show, material::care_guides_suede-2, MGM --gold_foil_placement:top-center(5);top-right(2) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-3);bottom-right(3-3), new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Bande-Tote-Suede---HB-TT-TF-100007-OAT---front_215f970e-b1b2-4852-a88e-f821274cd7ba.jpg?v=1722536000,active
bande-tote-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Bande-Tote-Suede---HB-TT-TF-100007-OAT---Sonnie_1_2bea2b8c-2a57-4fdf-b68b-99d398a73d25.jpg?v=1722532151,
bande-tote-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Bande-Tote-Suede---HB-TT-TF-100007-OAT---Sonnie_2_291c8ae4-728e-42fa-a55a-c892222c40ca.jpg?v=1722532139,
bande-tote-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Bande-Tote-Suede---HB-TT-TF-100007-OAT---back_ff29a0cf-660e-44e8-8589-6c277fe009dd.jpg?v=1722532043,
bande-tote-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Bande-Tote-Suede---HB-TT-TF-100007-OAT---interior_c9c04df3-fe99-4707-a42b-8ab09f404d06.jpg?v=1722532043,
bande-tote-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/oat-suede_swatch_14f43805-27ca-4383-8f8b-b2278183f6b1.jpg?v=1721779193,
petit-claudine-black-rustic,"8/22 D2 ALT Petit Claudine -, BLACK RUSTIC",Uncategorized,HANDBAGS - CROSSBODY - PETIT CLAUDINE,"2-year-warranty, add-on::mini-bag-straps, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_napetto, material::care_guides_rustic, MGM --gold_foil_placement:top-center(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-2);bottom-right(3-2), Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Rustic---HB-TH-KP-100007-BLK---Noma_1.jpg?v=1723665486,active
petit-claudine-black-rustic,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Rustic---HB-TH-KP-100007-BLK---Noma_2.jpg?v=1723665486,
petit-zip-wallet-cuoio-veg-w-poppy-vinyl-stripe,Petit Zip Wallet,Uncategorized,SMALL GOODS - WALLET - PETIT ZIP WALLET,"2-year-warranty, Category:Accessories, FALL-24, material::care_guides_veg, MGM --gold_foil_placement:top-center(2);top-right(3) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-0);bottom-right(1-0), Monogram:Stripe, Monogram:thick-stripe, new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Zip-Wallet-Veg-Single-Stripe---SG-WT-ZP-100028-CUPOP---front.jpg?v=1721770713,active
petit-zip-wallet-cuoio-veg-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Zip-Wallet-Veg-Single-Stripe---SG-WT-ZP-100028-CUPOP---back.jpg?v=1721770712,
petit-zip-wallet-cuoio-veg-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Zip-Wallet-Veg-Single-Stripe---SG-WT-ZP-100028-CUPOP---interior.jpg?v=1721770712,
petit-zip-wallet-cuoio-veg-w-poppy-vinyl-stripe,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/cuoio-w-poppy-stripe_swatch.jpg?v=1721771069,
adams-card-case-kalamata-croco,"8/22 D2 ALT RCVD Adam's Card Case -, KALAMATA CROCO",Uncategorized,SMALL GOODS - CARD CASE - ADAMS CARD CASE,"2-year-warranty, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_croco",False,,active
card-zip-wallet-evergreen-veg,"8/22 D2 ALT RCVD Card Zip Wallet -, EVERGREEN",Uncategorized,SMALL GOODS - WALLET - CARD ZIP WALLET,"2-year-warranty, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_veg, MGM --gold_foil_placement:bottom-left:(4) --initials:petit;short;tall --price:50 --handpainting_placement:bottom-left(2-1), Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,,active
wallet-clutch-w-tabs-black-cream-woven-triangle,"D3 ALT Wallet Clutch w/ Tabs -, BLACK & CREAM WOVEN TRIANGLE",Uncategorized,SMALL GOODS - WALLET CLUTCH - WALLET CLUTCH,"Category:Accessories, FALL-24, material::care_guides_wovenleather",False,,active
wallet-clutch-w-tabs-nappetto-w-block-ciao,Wallet Clutch w/ Tabs,Uncategorized,SMALL GOODS - WALLET CLUTCH - WALLET CLUTCH,"add-on::mini-bag-straps, Category:Accessories, FALL-24, le-cute-show, material::care_guides_napetto, MGM --gold_foil_placement:bottom-right(5) --initials:petit;short --price:50 --handpainting_placement:top-center(2-2)(1-2);center(2-2)(1-2), new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-w-Tabs-Nappetto-w-Block-Ciao---SG-WC-WC-100170-TNPOP---front.jpg?v=1722379855,active
wallet-clutch-w-tabs-nappetto-w-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-w-Tabs-Nappetto-w-Block-Ciao---SG-WC-WC-100170-TNPOP---Maly_1_8ba29e89-4870-40b7-9cee-ac10a06f7a60.jpg?v=1722379907,
wallet-clutch-w-tabs-nappetto-w-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-w-Tabs-Nappetto-w-Block-Ciao---SG-WC-WC-100170-TNPOP---back.jpg?v=1722380303,
wallet-clutch-w-tabs-nappetto-w-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Wallet-Clutch-w-Tabs-Nappetto-w-Block-Ciao---SG-WC-WC-100170-TNPOP---interior.jpg?v=1722382034,
wallet-clutch-w-tabs-nappetto-w-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/tan-napetto-w-poppy-ciao_swatch.jpg?v=1722382154,
shortie-strap-malachite-resin,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_resin",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Resin---ST-SH-RZ-100014-MALCH---front.jpg?v=1724270640,active
shortie-strap-malachite-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Resin---ST-SH-RZ-100014-MALCH---merch.jpg?v=1724374094,
shortie-strap-malachite-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/malachite-acrylic_swatch.jpg?v=1724270717,
shortie-strap-kalamata-grosgrain,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, catalogFALL24, Category:Accessories, FALL-24, material::care_guides_groschain",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Grosgrain-Curb-Chain---ST-SH-MX-100012-KALAM---front.jpg?v=1724269228,active
shortie-strap-kalamata-grosgrain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Double-Sac-Bretelle-Autumn-Croco---HB-CB-DB-100035-KALAM---Zoe_1_1d726a75-7a09-4436-a84e-980b64baddb1.jpg?v=1724269241,
shortie-strap-kalamata-grosgrain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/kalamata-grosgrain_swatch.jpg?v=1724269393,
shortie-strap-royale-resin,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_resin",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Resin---ST-SH-RZ-100013-ROYAL---front.jpg?v=1724275996,active
shortie-strap-royale-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/royale-acrylic_swatch.jpg?v=1724276000,
shortie-strap-poppy-resin,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, FALL-24, le-cute-show, material::care_guides_resin, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Resin---ST-SH-RZ-100012-POP---front.jpg?v=1721067035,active
shortie-strap-poppy-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/bright-poppy-resin-strap_swatch.jpg?v=1721067203,
shortie-strap-butter-grosgrain-curb-chain,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, FALL-24, le-cute-show, material::care_guides_groschain, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Grosgrain-Curb-Chain---ST-SH-MX-100015-BUTTR---front_d53a136d-bae6-40a8-be49-4a7a9c10d6f4.jpg?v=1724365084,active
shortie-strap-butter-grosgrain-curb-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Grosgrain-Curb-Chain---ST-SH-MX-100015-BUTTR---Sonnie_2b.jpg?v=1724365362,
shortie-strap-butter-grosgrain-curb-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap-Grosgrain-Curb-Chain---ST-SH-MX-100015-BUTTR---Sonnie_1_16e0e75f-e478-4127-ad60-a0d7260fe1c5.jpg?v=1724365573,
shortie-strap-butter-grosgrain-curb-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-grosgrain-ribbon-shortie-strap_swatch.jpg?v=1721066665,
petite-jeanne-black-woven-checker,Petite Jeanne,Uncategorized,HANDBAGS - SHOULDER - PETITE JEANNE,"2-year-warranty, add-on::all-straps, catalogFALL24, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals, restock:: Late December",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100013-BLK---front_4acf79a6-2254-4c19-bb6e-b1efb3a53267.jpg?v=1721684621,active
petite-jeanne-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100013-BLK---Noma_2.jpg?v=1721342305,
petite-jeanne-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100013-BLK---Noma_4_6e802f2b-54da-446b-ab48-9e4235bfaf32.jpg?v=1721342429,
petite-jeanne-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100013-BLK---interior.jpg?v=1722907005,
petite-jeanne-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/black-woven-checker_swatch_8e821632-ba90-4aa8-95fc-3a1935c04b9e.jpg?v=1721684413,
petite-jeanne-natural-woven-checker,Petite Jeanne,Uncategorized,HANDBAGS - SHOULDER - PETITE JEANNE,"2-year-warranty, add-on::all-straps, catalogFALL24, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals, restock:: Late December",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100011-NAT---front.jpg?v=1721762183,active
petite-jeanne-natural-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100011-NAT---Noma_2.jpg?v=1721761757,
petite-jeanne-natural-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100011-NAT---Noma_1_278c1ee0-5560-4606-ad37-721d70b24304.jpg?v=1721761759,
petite-jeanne-natural-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100011-NAT---Noma_3.jpg?v=1721761757,
petite-jeanne-natural-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petite-Jeanne-Woven-Checker---HB-SH-PV-100011-NAT---interior.jpg?v=1722906932,
petite-jeanne-natural-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/natural-woven-checker_swatch_4c4a9dee-eee6-4792-9ee3-9b6076670a7a.jpg?v=1721762210,
sissy-tan-graffiti,Sissy,Uncategorized,HANDBAGS - CLUTCH - SISSY,"2-year-warranty, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_suede-2",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Sissy-Graffiti---HB-SH-SF-100022-TAND---front.jpg?v=1723235300,active
sissy-tan-graffiti,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sissy-Graffiti---HB-SH-SF-100022-TAND---Sonnie_1.jpg?v=1723235730,
sissy-tan-graffiti,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sissy-Graffiti---HB-SH-SF-100022-TAND---back_0ecd1398-6a49-4d80-bb44-b73f12e563de.jpg?v=1723236021,
sissy-tan-graffiti,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/tan-graffiti_swatch.jpg?v=1723235350,
sissy-royale-suede,"8/22 D2 ALT RCVD Sissy -, ROYALE SUEDE",Uncategorized,HANDBAGS - CLUTCH - SISSY,"2-year-warranty, ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_suede-2",False,,active
adjustable-crossbody-strap-cream-khaki-checker,Adjustable Webbing Strap,Uncategorized,STRAPS - ADJUSTABLE STRAP - SYNTHETIC WEBBING,"2-year-warranty, add-on::crossbody-bags, Category:Accessories, FALL-24, le-cute-show, material::care_guides_checkjacquard, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Adjustable-Crossbody-Strap-Checker---ST-AJ-WS-100014-CRKHA---front.jpg?v=1721410693,active
